date,product,category,price,discount,quantity_sold,profit,profit_margin,event
2022-02-13,Dark Rock Pro 4,Air Cooler,75.19,6%,1249,21979.65,0.28,Valentine's Day
2022-02-13,Corsair H100i,Liquid AIO Cooler,122.19,6%,1078,40637.47,0.35,Valentine's Day
2022-02-13,NZXT Kraken X63,Liquid AIO Cooler,130.19,7%,986,35887.84,0.33,Valentine's Day
2022-02-13,EKWB EK-KIT P240,Custom Liquid Cooler,230.39,4%,688,59440.72,0.4,Valentine's Day
2022-02-13,Thermaltake Pacific CL360,Custom Liquid Cooler,278.99,7%,1137,119381.02,0.42,Valentine's Day
2022-02-14,Noctua NH-D15,Air Cooler,87.29,3%,1329,32291.11,0.3,Valentine's Day
2022-02-14,Dark Rock Pro 4,Air Cooler,75.99,5%,1258,23144.31,0.28,Valentine's Day
2022-02-14,Corsair H100i,Liquid AIO Cooler,122.19,6%,1072,40411.29,0.35,Valentine's Day
2022-02-14,NZXT Kraken X63,Liquid AIO Cooler,134.39,4%,950,38567.24,0.33,Valentine's Day
2022-02-14,EKWB EK-KIT P240,Custom Liquid Cooler,232.79,3%,666,59138.34,0.4,Valentine's Day
2022-02-14,Thermaltake Pacific CL360,Custom Liquid Cooler,290.99,3%,1076,125887.8,0.42,Valentine's Day
2022-02-15,Noctua NH-D15,Air Cooler,86.39,4%,1347,31516.3,0.3,Valentine's Day
2022-02-15,Dark Rock Pro 4,Air Cooler,76.79,4%,1238,23766.63,0.28,Valentine's Day
2022-02-15,Corsair H100i,Liquid AIO Cooler,120.89,7%,1081,39345.37,0.35,Valentine's Day
2022-02-15,NZXT Kraken X63,Liquid AIO Cooler,131.59,6%,952,35983.03,0.33,Valentine's Day
2022-02-15,EKWB EK-KIT P240,Custom Liquid Cooler,227.99,5%,699,58713.55,0.4,Valentine's Day
2022-02-15,Thermaltake Pacific CL360,Custom Liquid Cooler,290.99,3%,1097,128344.72,0.42,Valentine's Day
2022-02-16,Noctua NH-D15,Air Cooler,85.49,5%,1358,30551.61,0.3,Valentine's Day
2022-02-16,Dark Rock Pro 4,Air Cooler,75.99,5%,1252,23033.92,0.28,Valentine's Day
2022-02-16,Corsair H100i,Liquid AIO Cooler,124.79,4%,1046,42150.56,0.35,Valentine's Day
2022-02-16,NZXT Kraken X63,Liquid AIO Cooler,131.59,6%,950,35907.43,0.33,Valentine's Day
2022-02-16,EKWB EK-KIT P240,Custom Liquid Cooler,223.19,7%,696,55120.9,0.4,Valentine's Day
2022-02-16,Thermaltake Pacific CL360,Custom Liquid Cooler,281.99,6%,1128,121819.94,0.42,Valentine's Day
2022-02-17,Noctua NH-D15,Air Cooler,87.29,3%,1354,32898.54,0.3,Valentine's Day
2022-02-17,Dark Rock Pro 4,Air Cooler,74.39,7%,1293,21719.68,0.28,Valentine's Day
2022-02-17,Corsair H100i,Liquid AIO Cooler,126.09,3%,1043,43385.46,0.35,Valentine's Day
2022-02-17,NZXT Kraken X63,Liquid AIO Cooler,135.79,3%,919,38595.24,0.33,Valentine's Day
2022-02-17,EKWB EK-KIT P240,Custom Liquid Cooler,225.59,6%,694,56628.04,0.4,Valentine's Day
2022-02-17,Thermaltake Pacific CL360,Custom Liquid Cooler,284.99,5%,1105,122650.91,0.42,Valentine's Day
2022-02-18,Noctua NH-D15,Air Cooler,84.59,6%,1369,29567.11,0.3,Valentine's Day
2022-02-18,Dark Rock Pro 4,Air Cooler,75.99,5%,1279,23530.66,0.28,Valentine's Day
2022-02-18,Corsair H100i,Liquid AIO Cooler,126.09,3%,1019,42387.14,0.35,Valentine's Day
2022-02-18,NZXT Kraken X63,Liquid AIO Cooler,131.59,6%,952,35983.03,0.33,Valentine's Day
2022-02-18,EKWB EK-KIT P240,Custom Liquid Cooler,227.99,5%,702,58965.54,0.4,Valentine's Day
2022-02-18,Thermaltake Pacific CL360,Custom Liquid Cooler,287.99,4%,1090,124255.86,0.42,Valentine's Day
2022-02-19,Noctua NH-D15,Air Cooler,87.29,3%,1326,32218.22,0.3,Valentine's Day
2022-02-19,Dark Rock Pro 4,Air Cooler,74.39,7%,1300,21837.27,0.28,Valentine's Day
2022-02-19,Corsair H100i,Liquid AIO Cooler,126.09,3%,1028,42761.51,0.35,Valentine's Day
2022-02-19,NZXT Kraken X63,Liquid AIO Cooler,132.99,5%,937,36727.78,0.33,Valentine's Day
2022-02-19,EKWB EK-KIT P240,Custom Liquid Cooler,232.79,3%,684,60736.67,0.4,Valentine's Day
2022-02-19,Thermaltake Pacific CL360,Custom Liquid Cooler,287.99,4%,1078,122887.9,0.42,Valentine's Day
2022-02-20,Noctua NH-D15,Air Cooler,87.29,3%,1330,32315.41,0.3,Valentine's Day
2022-02-20,Dark Rock Pro 4,Air Cooler,75.19,6%,1266,22278.81,0.28,Valentine's Day
2022-02-20,Corsair H100i,Liquid AIO Cooler,122.19,6%,1068,40260.5,0.35,Valentine's Day
2022-02-20,NZXT Kraken X63,Liquid AIO Cooler,132.99,5%,959,37590.11,0.33,Valentine's Day
2022-02-20,EKWB EK-KIT P240,Custom Liquid Cooler,232.79,3%,687,61003.06,0.4,Valentine's Day
2022-02-20,Thermaltake Pacific CL360,Custom Liquid Cooler,284.99,5%,1119,124204.86,0.42,Valentine's Day
2022-02-21,Noctua NH-D15,Air Cooler,83.69,7%,1359,28128.17,0.3,Valentine's Day
2022-02-21,Dark Rock Pro 4,Air Cooler,75.19,6%,1270,22349.21,0.28,Valentine's Day
2022-02-21,Corsair H100i,Liquid AIO Cooler,122.19,6%,1047,39468.86,0.35,Valentine's Day
2022-02-21,NZXT Kraken X63,Liquid AIO Cooler,130.19,7%,986,35887.84,0.33,Valentine's Day
2022-02-21,EKWB EK-KIT P240,Custom Liquid Cooler,223.19,7%,709,56150.46,0.4,Valentine's Day
2022-02-21,Thermaltake Pacific CL360,Custom Liquid Cooler,284.99,5%,1108,122983.9,0.42,Valentine's Day
2022-02-22,Noctua NH-D15,Air Cooler,88.64,1%,1319,33832.11,0.3,No Promo
2022-02-22,Dark Rock Pro 4,Air Cooler,78.09,2%,1210,24802.07,0.28,No Promo
2022-02-22,Corsair H100i,Liquid AIO Cooler,129.28,0%,993,44468.5,0.35,No Promo
2022-02-22,NZXT Kraken X63,Liquid AIO Cooler,139.09,1%,892,40405.04,0.33,No Promo
2022-02-22,EKWB EK-KIT P240,Custom Liquid Cooler,238.67,0%,650,61537.92,0.4,No Promo
2022-02-22,Thermaltake Pacific CL360,Custom Liquid Cooler,293.91,2%,1072,128547.73,0.42,No Promo
2022-02-23,Noctua NH-D15,Air Cooler,87.25,3%,1341,32530.9,0.3,No Promo
2022-02-23,Dark Rock Pro 4,Air Cooler,78.62,1%,1214,25530.52,0.28,No Promo
2022-02-23,Corsair H100i,Liquid AIO Cooler,126.7,2%,1005,42421.64,0.35,No Promo
2022-02-23,NZXT Kraken X63,Liquid AIO Cooler,135.48,3%,917,38228.24,0.33,No Promo
2022-02-23,EKWB EK-KIT P240,Custom Liquid Cooler,234.87,2%,674,61247.28,0.4,No Promo
2022-02-23,Thermaltake Pacific CL360,Custom Liquid Cooler,290.21,2%,1084,125972.79,0.42,No Promo
2022-02-24,Noctua NH-D15,Air Cooler,87.62,3%,1304,32118.23,0.3,No Promo
2022-02-24,Dark Rock Pro 4,Air Cooler,79.6,1%,1220,26852.42,0.28,No Promo
2022-02-24,Corsair H100i,Liquid AIO Cooler,127.89,1%,987,42835.99,0.35,No Promo
2022-02-24,NZXT Kraken X63,Liquid AIO Cooler,140.47,0%,892,41637.32,0.33,No Promo
2022-02-24,EKWB EK-KIT P240,Custom Liquid Cooler,233.77,2%,661,59343.76,0.4,No Promo
2022-02-24,Thermaltake Pacific CL360,Custom Liquid Cooler,293.18,2%,1057,125979.03,0.42,No Promo
2022-02-25,Noctua NH-D15,Air Cooler,88.07,1%,1288,32296.71,0.3,No Promo
2022-02-25,Dark Rock Pro 4,Air Cooler,78.93,1%,1185,25290.09,0.28,No Promo
2022-02-25,Corsair H100i,Liquid AIO Cooler,124.8,3%,1028,41434.98,0.35,No Promo
2022-02-25,NZXT Kraken X63,Liquid AIO Cooler,139.17,1%,909,41245.88,0.33,No Promo
2022-02-25,EKWB EK-KIT P240,Custom Liquid Cooler,235.34,1%,658,60103.08,0.4,No Promo
2022-02-25,Thermaltake Pacific CL360,Custom Liquid Cooler,294.78,1%,1035,125010.04,0.42,No Promo
2022-02-26,Noctua NH-D15,Air Cooler,87.38,3%,1352,32968.01,0.3,No Promo
2022-02-26,Dark Rock Pro 4,Air Cooler,77.84,2%,1193,24158.17,0.28,No Promo
2022-02-26,Corsair H100i,Liquid AIO Cooler,130.45,0%,994,45680.56,0.35,No Promo
2022-02-26,NZXT Kraken X63,Liquid AIO Cooler,137.78,2%,911,40075.54,0.33,No Promo
2022-02-26,EKWB EK-KIT P240,Custom Liquid Cooler,239.04,0%,648,61586.65,0.4,No Promo
2022-02-26,Thermaltake Pacific CL360,Custom Liquid Cooler,299.1,0%,1024,128103.5,0.42,No Promo
2022-02-27,Noctua NH-D15,Air Cooler,88.16,2%,1303,32788.31,0.3,No Promo
2022-02-27,Dark Rock Pro 4,Air Cooler,80.23,0%,1179,26690.07,0.28,No Promo
2022-02-27,Corsair H100i,Liquid AIO Cooler,124.45,3%,1045,41752.08,0.35,No Promo
2022-02-27,NZXT Kraken X63,Liquid AIO Cooler,138.34,1%,898,39999.91,0.33,No Promo
2022-02-27,EKWB EK-KIT P240,Custom Liquid Cooler,234.66,1%,671,60835.84,0.4,No Promo
2022-02-27,Thermaltake Pacific CL360,Custom Liquid Cooler,290.46,3%,1073,124963.3,0.42,No Promo
2022-02-28,Noctua NH-D15,Air Cooler,89.27,0%,1289,33873.94,0.3,No Promo
2022-02-28,Dark Rock Pro 4,Air Cooler,78.74,1%,1219,25778.7,0.28,No Promo
2022-02-28,Corsair H100i,Liquid AIO Cooler,126.53,3%,1020,42881.17,0.35,No Promo
2022-02-28,NZXT Kraken X63,Liquid AIO Cooler,138.3,0%,900,40053.85,0.33,No Promo
2022-02-28,EKWB EK-KIT P240,Custom Liquid Cooler,235.93,2%,667,61321.52,0.4,No Promo
2022-02-28,Thermaltake Pacific CL360,Custom Liquid Cooler,290.8,3%,1084,126615.86,0.42,No Promo
2022-03-01,Noctua NH-D15,Air Cooler,89.52,1%,1326,35179.47,0.3,No Promo
2022-03-01,Dark Rock Pro 4,Air Cooler,79.5,1%,1177,25781.22,0.28,No Promo
2022-03-01,Corsair H100i,Liquid AIO Cooler,129.92,0%,976,44341.11,0.35,No Promo
2022-03-01,NZXT Kraken X63,Liquid AIO Cooler,138.79,1%,904,40676.58,0.33,No Promo
2022-03-01,EKWB EK-KIT P240,Custom Liquid Cooler,233.28,2%,667,59556.89,0.4,No Promo
2022-03-01,Thermaltake Pacific CL360,Custom Liquid Cooler,297.03,0%,1042,128203.89,0.42,No Promo
2022-03-02,Noctua NH-D15,Air Cooler,87.2,2%,1311,31739.81,0.3,No Promo
2022-03-02,Dark Rock Pro 4,Air Cooler,78.21,1%,1209,24925.2,0.28,No Promo
2022-03-02,Corsair H100i,Liquid AIO Cooler,124.72,3%,1018,40953.5,0.35,No Promo
2022-03-02,NZXT Kraken X63,Liquid AIO Cooler,133.99,3%,917,36863.64,0.33,No Promo
2022-03-02,EKWB EK-KIT P240,Custom Liquid Cooler,234.57,2%,661,59870.1,0.4,No Promo
2022-03-02,Thermaltake Pacific CL360,Custom Liquid Cooler,295.36,2%,1078,130836.1,0.42,No Promo
2022-03-03,Noctua NH-D15,Air Cooler,88.6,2%,1309,33516.08,0.3,No Promo
2022-03-03,Dark Rock Pro 4,Air Cooler,77.55,3%,1213,24206.41,0.28,No Promo
2022-03-03,Corsair H100i,Liquid AIO Cooler,128.28,0%,992,43435.11,0.35,No Promo
2022-03-03,NZXT Kraken X63,Liquid AIO Cooler,138.57,1%,903,40432.44,0.33,No Promo
2022-03-03,EKWB EK-KIT P240,Custom Liquid Cooler,237.63,1%,672,62922.76,0.4,No Promo
2022-03-03,Thermaltake Pacific CL360,Custom Liquid Cooler,296.39,1%,1060,129744.73,0.42,No Promo
2022-03-04,Noctua NH-D15,Air Cooler,87.59,2%,1321,32488.63,0.3,No Promo
2022-03-04,Dark Rock Pro 4,Air Cooler,77.43,2%,1199,23783.25,0.28,No Promo
2022-03-04,Corsair H100i,Liquid AIO Cooler,127.44,1%,987,42386.38,0.35,No Promo
2022-03-04,NZXT Kraken X63,Liquid AIO Cooler,136.28,2%,916,38917.53,0.33,No Promo
2022-03-04,EKWB EK-KIT P240,Custom Liquid Cooler,238.97,0%,639,60690.38,0.4,No Promo
2022-03-04,Thermaltake Pacific CL360,Custom Liquid Cooler,290.26,2%,1057,122896.6,0.42,No Promo
2022-03-05,Noctua NH-D15,Air Cooler,87.65,3%,1314,32397.95,0.3,No Promo
2022-03-05,Dark Rock Pro 4,Air Cooler,79.97,0%,1167,26115.9,0.28,No Promo
2022-03-05,Corsair H100i,Liquid AIO Cooler,125.79,3%,1010,41707.73,0.35,No Promo
2022-03-05,NZXT Kraken X63,Liquid AIO Cooler,140.35,0%,885,41200.91,0.33,No Promo
2022-03-05,EKWB EK-KIT P240,Custom Liquid Cooler,231.65,3%,688,60305.4,0.4,No Promo
2022-03-05,Thermaltake Pacific CL360,Custom Liquid Cooler,292.77,2%,1078,128037.68,0.42,No Promo
2022-03-06,Noctua NH-D15,Air Cooler,89.44,0%,1269,33559.11,0.3,No Promo
2022-03-06,Dark Rock Pro 4,Air Cooler,78.3,2%,1214,25139.26,0.28,No Promo
2022-03-06,Corsair H100i,Liquid AIO Cooler,126.48,3%,1035,43458.72,0.35,No Promo
2022-03-06,NZXT Kraken X63,Liquid AIO Cooler,137.75,1%,903,39693.55,0.33,No Promo
2022-03-06,EKWB EK-KIT P240,Custom Liquid Cooler,240.77,0%,658,63677.98,0.4,No Promo
2022-03-06,Thermaltake Pacific CL360,Custom Liquid Cooler,287.69,3%,1089,123816.5,0.42,No Promo
2022-03-07,Noctua NH-D15,Air Cooler,87.26,3%,1312,31842.57,0.3,No Promo
2022-03-07,Dark Rock Pro 4,Air Cooler,78.85,1%,1180,25083.16,0.28,No Promo
2022-03-07,Corsair H100i,Liquid AIO Cooler,126.62,3%,1043,43938.21,0.35,No Promo
2022-03-07,NZXT Kraken X63,Liquid AIO Cooler,138.5,1%,881,39387.53,0.33,No Promo
2022-03-07,EKWB EK-KIT P240,Custom Liquid Cooler,241.12,0%,642,62357.01,0.4,No Promo
2022-03-07,Thermaltake Pacific CL360,Custom Liquid Cooler,293.89,1%,1060,127084.99,0.42,No Promo
2022-03-08,Noctua NH-D15,Air Cooler,90.3,0%,1270,34679.72,0.3,No Promo
2022-03-08,Dark Rock Pro 4,Air Cooler,78.17,2%,1227,25252.91,0.28,No Promo
2022-03-08,Corsair H100i,Liquid AIO Cooler,126.68,2%,1010,42610.59,0.35,No Promo
2022-03-08,NZXT Kraken X63,Liquid AIO Cooler,138.8,0%,900,40504.02,0.33,No Promo
2022-03-08,EKWB EK-KIT P240,Custom Liquid Cooler,237.6,1%,654,61216.58,0.4,No Promo
2022-03-08,Thermaltake Pacific CL360,Custom Liquid Cooler,297.9,0%,1029,127498.43,0.42,No Promo
2022-03-09,Noctua NH-D15,Air Cooler,89.31,0%,1300,34207.54,0.3,No Promo
2022-03-09,Dark Rock Pro 4,Air Cooler,80.23,0%,1207,27326.73,0.28,No Promo
2022-03-09,Corsair H100i,Liquid AIO Cooler,127.96,1%,999,43423.68,0.35,No Promo
2022-03-09,NZXT Kraken X63,Liquid AIO Cooler,137.96,1%,884,39041.53,0.33,No Promo
2022-03-09,EKWB EK-KIT P240,Custom Liquid Cooler,238.9,0%,661,62733.76,0.4,No Promo
2022-03-09,Thermaltake Pacific CL360,Custom Liquid Cooler,297.21,1%,1045,128760.26,0.42,No Promo
2022-03-10,Noctua NH-D15,Air Cooler,87.44,3%,1321,32291.47,0.3,No Promo
2022-03-10,Dark Rock Pro 4,Air Cooler,77.67,2%,1216,24413.97,0.28,No Promo
2022-03-10,Corsair H100i,Liquid AIO Cooler,127.88,2%,997,43254.86,0.35,No Promo
2022-03-10,NZXT Kraken X63,Liquid AIO Cooler,139.8,0%,891,40995.49,0.33,No Promo
2022-03-10,EKWB EK-KIT P240,Custom Liquid Cooler,236.0,2%,656,60358.74,0.4,No Promo
2022-03-10,Thermaltake Pacific CL360,Custom Liquid Cooler,296.18,0%,1036,126579.89,0.42,No Promo
2022-03-11,Noctua NH-D15,Air Cooler,87.01,3%,1322,31754.54,0.3,No Promo
2022-03-11,Dark Rock Pro 4,Air Cooler,78.0,3%,1230,25096.15,0.28,No Promo
2022-03-11,Corsair H100i,Liquid AIO Cooler,129.81,0%,987,44729.56,0.35,No Promo
2022-03-11,NZXT Kraken X63,Liquid AIO Cooler,135.35,2%,894,37148.91,0.33,No Promo
2022-03-11,EKWB EK-KIT P240,Custom Liquid Cooler,240.47,0%,657,63385.95,0.4,No Promo
2022-03-11,Thermaltake Pacific CL360,Custom Liquid Cooler,295.38,2%,1077,130735.8,0.42,No Promo
2022-03-12,Noctua NH-D15,Air Cooler,87.55,3%,1305,32052.3,0.3,No Promo
2022-03-12,Dark Rock Pro 4,Air Cooler,78.35,2%,1216,25244.54,0.28,No Promo
2022-03-12,Corsair H100i,Liquid AIO Cooler,126.26,3%,1017,42479.43,0.35,No Promo
2022-03-12,NZXT Kraken X63,Liquid AIO Cooler,137.85,2%,896,39474.97,0.33,No Promo
2022-03-12,EKWB EK-KIT P240,Custom Liquid Cooler,234.7,1%,653,59232.24,0.4,No Promo
2022-03-12,Thermaltake Pacific CL360,Custom Liquid Cooler,296.95,0%,1050,129107.42,0.42,No Promo
2022-03-13,Noctua NH-D15,Air Cooler,88.31,1%,1312,33214.97,0.3,No Promo
2022-03-13,Dark Rock Pro 4,Air Cooler,78.62,1%,1212,25489.63,0.28,No Promo
2022-03-13,Corsair H100i,Liquid AIO Cooler,127.32,1%,1019,43643.87,0.35,No Promo
2022-03-13,NZXT Kraken X63,Liquid AIO Cooler,138.98,1%,902,40755.79,0.33,No Promo
2022-03-13,EKWB EK-KIT P240,Custom Liquid Cooler,230.91,3%,676,58755.65,0.4,No Promo
2022-03-13,Thermaltake Pacific CL360,Custom Liquid Cooler,300.01,0%,1044,131556.03,0.42,No Promo
2022-03-14,Noctua NH-D15,Air Cooler,86.37,3%,1336,31228.53,0.3,No Promo
2022-03-14,Dark Rock Pro 4,Air Cooler,79.58,0%,1200,26380.64,0.28,No Promo
2022-03-14,Corsair H100i,Liquid AIO Cooler,127.58,1%,999,43040.14,0.35,No Promo
2022-03-14,NZXT Kraken X63,Liquid AIO Cooler,136.72,1%,888,38116.88,0.33,No Promo
2022-03-14,EKWB EK-KIT P240,Custom Liquid Cooler,239.91,0%,643,61674.94,0.4,No Promo
2022-03-14,Thermaltake Pacific CL360,Custom Liquid Cooler,292.19,2%,1061,125409.28,0.42,No Promo
2022-03-15,Noctua NH-D15,Air Cooler,86.33,3%,1331,31058.84,0.3,No Promo
2022-03-15,Dark Rock Pro 4,Air Cooler,77.71,3%,1241,24965.56,0.28,No Promo
2022-03-15,Corsair H100i,Liquid AIO Cooler,126.52,3%,1038,43621.46,0.35,No Promo
2022-03-15,NZXT Kraken X63,Liquid AIO Cooler,139.88,0%,886,40833.36,0.33,No Promo
2022-03-15,EKWB EK-KIT P240,Custom Liquid Cooler,238.75,0%,662,62730.84,0.4,No Promo
2022-03-15,Thermaltake Pacific CL360,Custom Liquid Cooler,295.12,1%,1050,127182.06,0.42,No Promo
2022-03-16,Noctua NH-D15,Air Cooler,88.67,0%,1277,32784.99,0.3,No Promo
2022-03-16,Dark Rock Pro 4,Air Cooler,79.34,1%,1207,26254.47,0.28,No Promo
2022-03-16,Corsair H100i,Liquid AIO Cooler,124.45,3%,1026,40995.72,0.35,No Promo
2022-03-16,NZXT Kraken X63,Liquid AIO Cooler,139.23,0%,886,40260.03,0.33,No Promo
2022-03-16,EKWB EK-KIT P240,Custom Liquid Cooler,236.84,1%,647,60072.2,0.4,No Promo
2022-03-16,Thermaltake Pacific CL360,Custom Liquid Cooler,295.04,2%,1068,129277.81,0.42,No Promo
2022-03-17,Noctua NH-D15,Air Cooler,87.51,3%,1330,32611.74,0.3,No Promo
2022-03-17,Dark Rock Pro 4,Air Cooler,77.6,2%,1194,23887.98,0.28,No Promo
2022-03-17,Corsair H100i,Liquid AIO Cooler,126.96,2%,997,42341.03,0.35,No Promo
2022-03-17,NZXT Kraken X63,Liquid AIO Cooler,140.11,0%,866,40111.84,0.33,No Promo
2022-03-17,EKWB EK-KIT P240,Custom Liquid Cooler,231.22,3%,677,59049.91,0.4,No Promo
2022-03-17,Thermaltake Pacific CL360,Custom Liquid Cooler,291.18,3%,1069,125272.23,0.42,No Promo
2022-03-18,Noctua NH-D15,Air Cooler,88.18,1%,1307,32914.59,0.3,No Promo
2022-03-18,Dark Rock Pro 4,Air Cooler,77.58,2%,1195,23879.06,0.28,No Promo
2022-03-18,Corsair H100i,Liquid AIO Cooler,128.94,1%,999,44400.79,0.35,No Promo
2022-03-18,NZXT Kraken X63,Liquid AIO Cooler,137.16,1%,882,38248.62,0.33,No Promo
2022-03-18,EKWB EK-KIT P240,Custom Liquid Cooler,233.88,2%,657,59055.54,0.4,No Promo
2022-03-18,Thermaltake Pacific CL360,Custom Liquid Cooler,299.35,0%,1029,128993.75,0.42,No Promo
2022-03-19,Noctua NH-D15,Air Cooler,89.23,0%,1273,33395.32,0.3,No Promo
2022-03-19,Dark Rock Pro 4,Air Cooler,77.88,2%,1231,24975.29,0.28,No Promo
2022-03-19,Corsair H100i,Liquid AIO Cooler,125.78,2%,1005,41494.94,0.35,No Promo
2022-03-19,NZXT Kraken X63,Liquid AIO Cooler,138.74,0%,876,39369.71,0.33,No Promo
2022-03-19,EKWB EK-KIT P240,Custom Liquid Cooler,233.57,2%,673,60284.47,0.4,No Promo
2022-03-19,Thermaltake Pacific CL360,Custom Liquid Cooler,291.47,2%,1060,124521.91,0.42,No Promo
2022-03-20,Noctua NH-D15,Air Cooler,87.29,2%,1289,31324.05,0.3,No Promo
2022-03-20,Dark Rock Pro 4,Air Cooler,77.82,2%,1221,24703.01,0.28,No Promo
2022-03-20,Corsair H100i,Liquid AIO Cooler,128.58,0%,979,43164.74,0.35,No Promo
2022-03-20,NZXT Kraken X63,Liquid AIO Cooler,134.02,3%,920,37012.53,0.33,No Promo
2022-03-20,EKWB EK-KIT P240,Custom Liquid Cooler,232.46,3%,674,59625.35,0.4,No Promo
2022-03-20,Thermaltake Pacific CL360,Custom Liquid Cooler,289.54,3%,1083,125139.05,0.42,No Promo
2022-03-21,Noctua NH-D15,Air Cooler,87.86,1%,1277,31757.32,0.3,No Promo
2022-03-21,Dark Rock Pro 4,Air Cooler,78.99,1%,1205,25786.94,0.28,No Promo
2022-03-21,Corsair H100i,Liquid AIO Cooler,127.98,0%,1004,43664.48,0.35,No Promo
2022-03-21,NZXT Kraken X63,Liquid AIO Cooler,134.19,3%,935,37774.55,0.33,No Promo
2022-03-21,EKWB EK-KIT P240,Custom Liquid Cooler,232.07,2%,662,58304.41,0.4,No Promo
2022-03-21,Thermaltake Pacific CL360,Custom Liquid Cooler,298.72,0%,1049,130832.8,0.42,No Promo
2022-03-22,Noctua NH-D15,Air Cooler,87.53,2%,1329,32604.48,0.3,No Promo
2022-03-22,Dark Rock Pro 4,Air Cooler,77.56,2%,1237,24698.58,0.28,No Promo
2022-03-22,Corsair H100i,Liquid AIO Cooler,128.28,1%,981,42957.96,0.35,No Promo
2022-03-22,NZXT Kraken X63,Liquid AIO Cooler,140.4,0%,874,40736.86,0.33,No Promo
2022-03-22,EKWB EK-KIT P240,Custom Liquid Cooler,233.21,2%,658,58707.24,0.4,No Promo
2022-03-22,Thermaltake Pacific CL360,Custom Liquid Cooler,286.86,3%,1064,120083.9,0.42,No Promo
2022-03-23,Noctua NH-D15,Air Cooler,89.06,1%,1275,33234.18,0.3,No Promo
2022-03-23,Dark Rock Pro 4,Air Cooler,77.87,3%,1208,24490.74,0.28,No Promo
2022-03-23,Corsair H100i,Liquid AIO Cooler,127.46,1%,1017,43696.94,0.35,No Promo
2022-03-23,NZXT Kraken X63,Liquid AIO Cooler,138.28,0%,896,39863.01,0.33,No Promo
2022-03-23,EKWB EK-KIT P240,Custom Liquid Cooler,240.02,0%,652,62610.79,0.4,No Promo
2022-03-23,Thermaltake Pacific CL360,Custom Liquid Cooler,298.78,0%,1038,129525.88,0.42,No Promo
2022-03-24,Noctua NH-D15,Air Cooler,87.18,2%,1311,31714.17,0.3,No Promo
2022-03-24,Dark Rock Pro 4,Air Cooler,78.56,1%,1205,25263.33,0.28,No Promo
2022-03-24,Corsair H100i,Liquid AIO Cooler,126.09,2%,1013,42135.77,0.35,No Promo
2022-03-24,NZXT Kraken X63,Liquid AIO Cooler,134.59,3%,910,37123.38,0.33,No Promo
2022-03-24,EKWB EK-KIT P240,Custom Liquid Cooler,234.14,2%,678,61120.77,0.4,No Promo
2022-03-24,Thermaltake Pacific CL360,Custom Liquid Cooler,293.85,1%,1041,124771.95,0.42,No Promo
2022-03-25,Noctua NH-D15,Air Cooler,90.39,0%,1311,35912.77,0.3,No Promo
2022-03-25,Dark Rock Pro 4,Air Cooler,77.61,2%,1206,24139.42,0.28,No Promo
2022-03-25,Corsair H100i,Liquid AIO Cooler,124.15,3%,1013,40170.02,0.35,No Promo
2022-03-25,NZXT Kraken X63,Liquid AIO Cooler,138.29,0%,897,39909.4,0.33,No Promo
2022-03-25,EKWB EK-KIT P240,Custom Liquid Cooler,235.25,1%,672,61322.53,0.4,No Promo
2022-03-25,Thermaltake Pacific CL360,Custom Liquid Cooler,292.07,2%,1063,125516.11,0.42,No Promo
2022-03-26,Noctua NH-D15,Air Cooler,88.75,0%,1281,32993.52,0.3,No Promo
2022-03-26,Dark Rock Pro 4,Air Cooler,77.12,3%,1218,23783.44,0.28,No Promo
2022-03-26,Corsair H100i,Liquid AIO Cooler,125.08,3%,1016,41231.45,0.35,No Promo
2022-03-26,NZXT Kraken X63,Liquid AIO Cooler,138.37,0%,890,39675.3,0.33,No Promo
2022-03-26,EKWB EK-KIT P240,Custom Liquid Cooler,233.92,1%,664,59710.2,0.4,No Promo
2022-03-26,Thermaltake Pacific CL360,Custom Liquid Cooler,293.07,2%,1060,126222.64,0.42,No Promo
2022-03-27,Noctua NH-D15,Air Cooler,87.56,3%,1319,32400.07,0.3,No Promo
2022-03-27,Dark Rock Pro 4,Air Cooler,78.52,2%,1188,24865.7,0.28,No Promo
2022-03-27,Corsair H100i,Liquid AIO Cooler,128.56,1%,986,43449.76,0.35,No Promo
2022-03-27,NZXT Kraken X63,Liquid AIO Cooler,136.63,2%,903,38679.51,0.33,No Promo
2022-03-27,EKWB EK-KIT P240,Custom Liquid Cooler,229.16,3%,680,57915.17,0.4,No Promo
2022-03-27,Thermaltake Pacific CL360,Custom Liquid Cooler,294.23,2%,1061,127567.46,0.42,No Promo
2022-03-28,Noctua NH-D15,Air Cooler,86.42,3%,1323,30991.31,0.3,No Promo
2022-03-28,Dark Rock Pro 4,Air Cooler,78.1,2%,1224,25103.38,0.28,No Promo
2022-03-28,Corsair H100i,Liquid AIO Cooler,125.83,3%,1021,42202.93,0.35,No Promo
2022-03-28,NZXT Kraken X63,Liquid AIO Cooler,138.02,1%,904,39981.7,0.33,No Promo
2022-03-28,EKWB EK-KIT P240,Custom Liquid Cooler,237.2,1%,671,62544.54,0.4,No Promo
2022-03-28,Thermaltake Pacific CL360,Custom Liquid Cooler,297.6,1%,1065,131635.96,0.42,No Promo
2022-03-29,Noctua NH-D15,Air Cooler,87.43,2%,1326,32401.76,0.3,No Promo
